,step,type,Montant,Clt_Origine,AncienSold_Orig,NewSold_Orig,Clt_Destinataire,AncienSold_Dest,NewSold_Dest,Fraude,isFlaggedFraud,type_num,Type_Ori,Type_Des
1889268,164,TRANSFER,97618.75,C2005781405,0.0,0.0,C1723409508,336151.46,433770.21,0,0,4,C,C
5082656,355,CASH_OUT,58055.83,C1609047530,949.0,0.0,C1874568200,175755.34,233811.17,0,0,1,C,C
2064452,181,PAYMENT,50605.44,C410771781,35102.0,0.0,M1387816940,0.0,0.0,0,0,3,C,M
893460,42,TRANSFER,143234.31,C1708879297,0.0,0.0,C509608701,1016652.81,1159887.12,0,0,4,C,C
3650818,275,PAYMENT,10270.71,C66988571,104054.0,93783.29,M1870205105,0.0,0.0,0,0,3,C,M
5571777,393,CASH_OUT,8441.41,C390484731,0.0,0.0,C1061508540,600659.95,609101.36,0,0,1,C,C
3664829,276,CASH_OUT,129820.02,C2126453085,0.0,0.0,C1392313128,13222791.37,13352611.38,0,0,1,C,C
3118070,236,PAYMENT,13345.27,C2110919090,51554.0,38208.73,M1530056250,0.0,0.0,0,0,3,C,M
4230087,306,PAYMENT,8508.23,C1580669812,0.0,0.0,M794393498,0.0,0.0,0,0,3,C,M
1481074,141,PAYMENT,10335.96,C681477784,0.0,0.0,M1353683226,0.0,0.0,0,0,3,C,M
1457094,140,CASH_OUT,494688.27,C516666091,0.0,0.0,C1893862692,896491.01,1391179.28,0,0,1,C,C
4551144,327,TRANSFER,429222.97,C1054656444,0.0,0.0,C2005074357,6459436.04,6888659.01,0,0,4,C,C
766132,39,CASH_IN,253723.23,C1776913767,22652.0,276375.23,C286259431,0.0,0.0,0,0,0,C,C
503611,20,CASH_IN,79966.53,C865734594,4006389.77,4086356.3,C1975608657,192399.66,224425.81,0,0,0,C,C
3124718,236,PAYMENT,734.18,C1551247619,10827.0,10092.82,M508548711,0.0,0.0,0,0,3,C,M
1863316,164,TRANSFER,1344870.95,C160402051,0.0,0.0,C91325386,1943214.23,3288085.18,0,0,4,C,C
4189839,305,TRANSFER,10000000.0,C656133165,0.0,0.0,C1063231599,10000000.0,23253187.33,0,0,4,C,C
1985861,179,PAYMENT,3995.86,C836147408,18906.37,14910.51,M1463197714,0.0,0.0,0,0,3,C,M
5501743,380,PAYMENT,6184.36,C2080525726,148605.0,142420.64,M1879656186,0.0,0.0,0,0,3,C,M
1152532,131,CASH_OUT,94686.63,C1076163911,184195.0,89508.37,C1560818413,0.0,94686.63,0,0,1,C,C
588411,33,CASH_IN,104126.46,C1489223414,7031799.09,7135925.55,C1668376627,6035708.27,5931581.82,0,0,0,C,C
6018331,451,CASH_OUT,63585.24,C1207036504,526778.0,463192.76,C1977597101,1123998.79,1187584.04,0,0,1,C,C
3317527,252,CASH_IN,163600.08,C1374063377,4821.0,168421.08,C582697844,3826969.65,3663369.57,0,0,0,C,C
4501775,325,PAYMENT,9616.71,C695630095,0.0,0.0,M1969192697,0.0,0.0,0,0,3,C,M
2149689,184,PAYMENT,595.76,C515124026,0.0,0.0,M29689620,0.0,0.0,0,0,3,C,M
5658165,396,CASH_OUT,151819.48,C1573014702,0.0,0.0,C1404694177,867405.89,1019225.37,0,0,1,C,C
3583566,261,CASH_OUT,164305.97,C1590038914,34499.0,0.0,C1870925876,24962.9,189268.87,0,0,1,C,C
1782027,162,PAYMENT,15757.66,C1717875623,0.0,0.0,M515785956,0.0,0.0,0,0,3,C,M
3138502,236,CASH_IN,159793.98,C1010633902,2293205.62,2452999.61,C2014775486,506486.56,346692.58,0,0,0,C,C
4012062,299,CASH_IN,115578.79,C1328431350,36673.0,152251.79,C175338750,136524.03,20945.24,0,0,0,C,C
5406738,377,CASH_IN,443704.36,C23758376,1428247.15,1871951.5,C1129685600,522293.74,78589.39,0,0,0,C,C
1467256,140,TRANSFER,836973.31,C2123844920,14604.0,0.0,C561822941,3061844.08,3898817.4,0,0,4,C,C
5139605,356,TRANSFER,510214.45,C686233617,268138.0,0.0,C1347106570,1646966.1,2157180.55,0,0,4,C,C
5688531,397,TRANSFER,725689.01,C32004259,0.0,0.0,C1097063236,793672.19,1519361.2,0,0,4,C,C
229365,14,CASH_IN,785671.55,C1434958778,7685873.82,8471545.36,C111747605,2130188.78,1777572.89,0,0,0,C,C
2161154,184,CASH_IN,451436.1,C65904254,90968.0,542404.1,C1092801292,278084.41,0.0,0,0,0,C,C
3273519,251,CASH_IN,311144.5,C1270400653,32006.0,343150.5,C1719934164,152172.77,0.0,0,0,0,C,C
2727698,212,CASH_OUT,55367.61,C3706812,0.0,0.0,C2103895356,934836.5,990204.11,0,0,1,C,C
2616362,208,TRANSFER,785658.54,C2034363990,2386.0,0.0,C1059677268,0.0,780506.24,0,0,4,C,C
2392230,201,CASH_OUT,23504.97,C1187141475,12411.0,0.0,C1617004095,0.0,23504.97,0,0,1,C,C
5400934,377,CASH_IN,163065.06,C1854218081,20336.0,183401.06,C835227062,0.0,0.0,0,0,0,C,C
1760438,161,CASH_IN,242483.73,C1659382582,424732.31,667216.04,C280921439,383021.04,140537.3,0,0,0,C,C
3072599,235,TRANSFER,594962.33,C728530263,39814.0,0.0,C355172230,61827.12,656789.46,0,0,4,C,C
5046542,354,PAYMENT,2647.35,C964299578,33769.0,31121.65,M824484931,0.0,0.0,0,0,3,C,M
4879579,348,CASH_OUT,83986.71,C683766972,37101.0,0.0,C1877393638,0.0,83986.71,0,0,1,C,C
3807799,281,CASH_OUT,57958.25,C832525026,0.0,0.0,C775342659,4227920.09,4285878.34,0,0,1,C,C
4588585,328,CASH_IN,243536.88,C1371909714,5334456.66,5577993.53,C1499863102,399156.46,155619.58,0,0,0,C,C
2133725,183,PAYMENT,16823.18,C257571253,31391.0,14567.82,M918946338,0.0,0.0,0,0,3,C,M
1688752,159,TRANSFER,1039465.24,C588099256,10343.0,0.0,C459985587,1027672.15,2067137.39,0,0,4,C,C
5224863,370,PAYMENT,25185.1,C1129406767,127350.26,102165.17,M543849442,0.0,0.0,0,0,3,C,M
233295,14,PAYMENT,10485.43,C2100215290,19965.0,9479.57,M2002878110,0.0,0.0,0,0,3,C,M
245582,14,CASH_OUT,234487.52,C1186727673,172.0,0.0,C1012419017,0.0,789396.74,0,0,1,C,C
2965459,231,CASH_IN,26571.18,C924086160,567287.14,593858.32,C721932129,578942.76,552371.58,0,0,0,C,C
1681035,159,CASH_OUT,321969.42,C747365617,75113.0,0.0,C1106299308,0.0,213648.51,0,0,1,C,C
1264183,134,CASH_OUT,133195.15,C835591650,60186.0,0.0,C1545904865,0.0,133195.15,0,0,1,C,C
1771917,162,PAYMENT,19184.26,C497498441,0.0,0.0,M976474254,0.0,0.0,0,0,3,C,M
1490302,142,CASH_IN,225984.36,C1445609977,1052924.48,1278908.83,C1333873772,278062.84,52078.48,0,0,0,C,C
3431832,256,TRANSFER,234864.19,C1252706681,0.0,0.0,C1959916832,5693881.21,5928745.4,0,0,4,C,C
1162050,132,PAYMENT,30892.9,C596710277,11680.0,0.0,M1557519781,0.0,0.0,0,0,3,C,M
1072109,129,PAYMENT,18477.0,C1253292977,174070.0,155593.0,M1515758614,0.0,0.0,0,0,3,C,M
2389333,201,PAYMENT,2691.87,C616251375,0.0,0.0,M278680194,0.0,0.0,0,0,3,C,M
3945338,286,PAYMENT,4024.64,C93444105,14640.0,10615.36,M241157248,0.0,0.0,0,0,3,C,M
3942110,286,CASH_OUT,112367.68,C1121142287,2162.0,0.0,C197207257,0.0,112367.68,0,0,1,C,C
2529492,205,PAYMENT,10867.79,C1219178032,0.0,0.0,M1418424554,0.0,0.0,0,0,3,C,M
599912,33,PAYMENT,38830.38,C2146007516,11289.52,0.0,M110574332,0.0,0.0,0,0,3,C,M
3611689,273,PAYMENT,12830.57,C1499950658,10132.02,0.0,M226591920,0.0,0.0,0,0,3,C,M
3623945,274,CASH_IN,117278.0,C184720915,0.0,117278.0,C303881366,1325690.13,1208412.13,0,0,0,C,C
200192,13,PAYMENT,7053.07,C580603793,0.0,0.0,M500708811,0.0,0.0,0,0,3,C,M
2478412,204,CASH_OUT,359989.92,C283675167,0.0,0.0,C592214379,741061.9,1101051.82,0,0,1,C,C
1032015,93,CASH_OUT,365800.25,C1899280499,0.0,0.0,C303527820,3958742.53,4324542.78,0,0,1,C,C
2771680,213,CASH_OUT,169190.05,C758054169,0.0,0.0,C41763685,3358955.81,3328843.18,0,0,1,C,C
5347004,375,PAYMENT,17786.53,C1860462978,90668.0,72881.47,M1403012490,0.0,0.0,0,0,3,C,M
4101260,301,CASH_OUT,273559.82,C645802717,0.0,0.0,C782218799,1610289.97,1883849.8,0,0,1,C,C
1367913,138,PAYMENT,23090.41,C1468966433,193455.89,170365.47,M1980944831,0.0,0.0,0,0,3,C,M
5433688,378,PAYMENT,9922.11,C355643111,0.0,0.0,M2028855111,0.0,0.0,0,0,3,C,M
302987,15,CASH_IN,580906.74,C525205197,7698389.34,8279296.08,C1691655733,596071.07,15164.33,0,0,0,C,C
2812541,225,CASH_OUT,2103.64,C1725191898,0.0,0.0,C335820516,724205.86,726309.5,0,0,1,C,C
1487950,142,PAYMENT,11720.63,C1959571522,2081.39,0.0,M1696286805,0.0,0.0,0,0,3,C,M
1830938,163,PAYMENT,9209.91,C1982769259,40777.0,31567.09,M52881897,0.0,0.0,0,0,3,C,M
618903,34,PAYMENT,15642.31,C340739067,0.0,0.0,M1929819328,0.0,0.0,0,0,3,C,M
1391028,139,CASH_OUT,99077.07,C1865527988,52739.0,0.0,C824677732,592466.37,691543.45,0,0,1,C,C
1409985,139,CASH_IN,15598.41,C134411501,501209.0,516807.41,C990160863,229739.02,214140.61,0,0,0,C,C
2109072,183,PAYMENT,831.4,C1020468836,90580.0,89748.6,M1987981053,0.0,0.0,0,0,3,C,M
5175571,359,TRANSFER,1470152.48,C993191426,0.0,0.0,C2070827270,4760231.3,6230383.78,0,0,4,C,C
4815372,346,PAYMENT,1920.02,C1609253957,73305.0,71384.98,M293353789,0.0,0.0,0,0,3,C,M
3721846,278,CASH_OUT,163435.56,C2116451079,7338.0,0.0,C746715753,1054514.45,1217950.02,0,0,1,C,C
3168571,238,TRANSFER,168892.07,C1110344686,0.0,0.0,C962400434,5018975.05,5187867.12,0,0,4,C,C
5791716,401,TRANSFER,352995.65,C490816830,2144.0,0.0,C1023086589,3568198.73,3921194.38,0,0,4,C,C
1275151,135,PAYMENT,18761.83,C1249561516,0.0,0.0,M1843868531,0.0,0.0,0,0,3,C,M
5205686,370,PAYMENT,17705.42,C2028306007,11182.0,0.0,M896388215,0.0,0.0,0,0,3,C,M
554689,22,CASH_OUT,29506.53,C1682554902,0.0,0.0,C2101353632,321718.66,351225.19,0,0,1,C,C
3635404,274,PAYMENT,2652.72,C678092882,20459.0,17806.28,M1461179810,0.0,0.0,0,0,3,C,M
2248855,187,PAYMENT,1476.07,C538569433,0.0,0.0,M716169880,0.0,0.0,0,0,3,C,M
2011338,180,CASH_OUT,58256.51,C1737199250,13368.74,0.0,C746340576,3009138.18,3067394.69,0,0,1,C,C
3221463,250,CASH_IN,137185.91,C278666937,77.0,137262.91,C997880099,10259187.16,10122001.25,0,0,0,C,C
3246353,250,PAYMENT,29626.55,C1418325955,18715.0,0.0,M1888595288,0.0,0.0,0,0,3,C,M
4690419,331,CASH_OUT,113559.88,C316912003,0.0,0.0,C697373134,3784277.12,3897837.0,0,0,1,C,C
5363169,375,CASH_IN,282708.43,C268421967,2937241.12,3219949.55,C2076607313,560780.63,278072.2,0,0,0,C,C
1872121,164,CASH_OUT,108791.88,C283357346,10615.0,0.0,C1226598483,0.0,108791.88,0,0,1,C,C
3585063,261,TRANSFER,1513589.98,C1269763404,0.0,0.0,C1204511091,1526241.83,3039831.8,0,0,4,C,C
5372854,376,PAYMENT,4959.01,C472846842,472609.68,467650.67,M739148220,0.0,0.0,0,0,3,C,M
6356959,710,CASH_IN,152335.23,C2127214581,62319.0,214654.23,C494015081,311346.13,159010.9,0,0,0,C,C
303917,15,PAYMENT,11946.79,C1940019488,30133.11,18186.32,M501929886,0.0,0.0,0,0,3,C,M
5659899,396,CASH_IN,86679.61,C1404503948,6297664.43,6384344.04,C587612474,2549392.1,2462712.49,0,0,0,C,C
5685789,397,CASH_OUT,116856.37,C187079201,290685.0,173828.63,C1508519196,0.0,116856.37,0,0,1,C,C
2594331,207,PAYMENT,7160.06,C1648435558,9823.66,2663.6,M391943091,0.0,0.0,0,0,3,C,M
4941121,350,PAYMENT,13020.8,C1330619782,0.0,0.0,M159628109,0.0,0.0,0,0,3,C,M
3428301,256,PAYMENT,21496.33,C878854388,51525.0,30028.67,M386867000,0.0,0.0,0,0,3,C,M
2666161,210,PAYMENT,7795.16,C1288806572,105008.0,97212.84,M771726597,0.0,0.0,0,0,3,C,M
3513934,259,CASH_OUT,99968.24,C1154836267,0.0,0.0,C2127004784,1450891.12,1550859.36,0,0,1,C,C
3328306,253,CASH_OUT,107128.64,C1378360355,29354.0,0.0,C373520376,205383.69,312512.33,0,0,1,C,C
4112340,302,CASH_IN,26192.02,C377887398,5351218.6,5377410.62,C1599837317,829799.26,803607.24,0,0,0,C,C
3364150,254,CASH_OUT,152018.95,C823121307,0.0,0.0,C1847411684,3714459.63,3866478.58,0,0,1,C,C
3814660,281,CASH_IN,215541.9,C801191152,48943.0,264484.9,C1120057037,0.0,0.0,0,0,0,C,C
2727857,212,PAYMENT,931.26,C282535587,22882.0,21950.74,M1825398254,0.0,0.0,0,0,3,C,M
6355029,709,CASH_OUT,201162.35,C1294188435,24272.0,0.0,C404647251,3226339.72,3427502.07,0,0,1,C,C
5427619,378,PAYMENT,10958.76,C1686074580,50219.0,39260.24,M472917489,0.0,0.0,0,0,3,C,M
5215418,370,CASH_IN,23077.0,C1099831610,477.0,23554.0,C1131784361,63243.51,40166.51,0,0,0,C,C
1075395,129,CASH_OUT,619619.79,C1075189604,0.0,0.0,C184277394,4044921.8,4664541.59,0,0,1,C,C
5269863,372,CASH_OUT,180476.48,C1245399211,0.0,0.0,C987987146,5230529.61,5411006.08,0,0,1,C,C
4595626,328,CASH_OUT,246859.91,C1046509719,9947.0,0.0,C622830238,442739.98,689599.89,0,0,1,C,C
4532896,326,TRANSFER,225957.54,C1129071030,0.0,0.0,C1107965280,293768.74,519726.28,0,0,4,C,C
2210764,186,CASH_OUT,76801.8,C1821730146,181.0,0.0,C828527190,1803296.83,1880098.63,0,0,1,C,C
6162961,550,PAYMENT,7373.54,C1852496510,79030.0,71656.46,M714741885,0.0,0.0,0,0,3,C,M
4325651,308,CASH_IN,122938.87,C566326889,40004.0,162942.87,C1263689410,2293305.42,2170366.56,0,0,0,C,C
685495,36,CASH_IN,123723.85,C98556142,2151985.67,2275709.52,C2045678309,900606.98,776883.13,0,0,0,C,C
3950992,287,TRANSFER,3541854.0,C592736634,0.0,0.0,C1035258042,20414580.79,23956434.79,0,0,4,C,C
6092977,522,PAYMENT,17637.07,C1546048841,2383.0,0.0,M366266520,0.0,0.0,0,0,3,C,M
2171798,185,PAYMENT,19817.95,C2047217204,247298.0,227480.05,M90948274,0.0,0.0,0,0,3,C,M
3607633,264,PAYMENT,3652.16,C240615363,15231.0,11578.84,M517276937,0.0,0.0,0,0,3,C,M
4047772,300,CASH_OUT,457724.51,C69294852,0.0,0.0,C1186349269,1479962.44,1937686.95,0,0,1,C,C
1448747,140,PAYMENT,15204.45,C182670112,0.0,0.0,M552389787,0.0,0.0,0,0,3,C,M
1132232,131,CASH_IN,395284.5,C958798858,3595807.24,3991091.74,C1058706893,2031498.32,1745226.25,0,0,0,C,C
124662,11,CASH_OUT,58292.57,C1043151291,0.0,0.0,C53509455,2561761.9,2620054.47,0,0,1,C,C
4073460,300,CASH_IN,374934.34,C1182229380,8638610.5,9013544.84,C346399447,870369.89,495435.55,0,0,0,C,C
3523014,259,CASH_OUT,5955.07,C611568718,0.0,0.0,C541135632,380282.63,386237.7,0,0,1,C,C
3364313,254,PAYMENT,18880.73,C1677374385,135007.38,116126.65,M903900020,0.0,0.0,0,0,3,C,M
5226403,370,CASH_OUT,252005.42,C1381837211,19867.64,0.0,C809317535,488528.67,740534.09,0,0,1,C,C
3142873,236,PAYMENT,13755.13,C409256594,656533.27,642778.14,M1464876816,0.0,0.0,0,0,3,C,M
1697119,159,CASH_IN,170958.6,C234614293,17185201.05,17356159.64,C506947988,2292435.32,2121476.72,0,0,0,C,C
3064007,234,CASH_IN,169186.39,C1922512880,298291.0,467477.39,C1291270732,1818738.31,1649551.92,0,0,0,C,C
350103,17,PAYMENT,6043.52,C20228084,229.66,0.0,M1695491941,0.0,0.0,0,0,3,C,M
2465547,203,PAYMENT,4358.1,C1559852676,157.0,0.0,M1437206125,0.0,0.0,0,0,3,C,M
3248211,250,PAYMENT,10772.36,C1697732098,10362.0,0.0,M1155999398,0.0,0.0,0,0,3,C,M
5646019,396,PAYMENT,3309.67,C436569827,0.0,0.0,M1526767975,0.0,0.0,0,0,3,C,M
3884701,283,PAYMENT,13336.9,C866375865,49516.0,36179.1,M1718506619,0.0,0.0,0,0,3,C,M
4268934,307,CASH_IN,126032.58,C489810289,12082638.79,12208671.38,C1960032463,6863386.06,8869720.3,0,0,0,C,C
4748617,333,PAYMENT,14552.46,C1229758097,4561.3,0.0,M781487080,0.0,0.0,0,0,3,C,M
343679,16,CASH_OUT,65991.04,C681059208,38712.0,0.0,C2019662608,96579.77,162570.81,0,0,1,C,C
4761490,334,PAYMENT,17954.21,C956482239,0.0,0.0,M147263455,0.0,0.0,0,0,3,C,M
947146,44,PAYMENT,724.98,C1089789563,166.0,0.0,M788763272,0.0,0.0,0,0,3,C,M
4011108,299,CASH_IN,91550.45,C427343672,5233509.78,5325060.22,C727212947,99181.26,7630.81,0,0,0,C,C
6172590,564,CASH_OUT,138442.43,C1805764416,21128.0,0.0,C85913448,254655.87,393098.29,0,0,1,C,C
3605323,264,PAYMENT,7137.39,C1022087978,11528.54,4391.15,M423981107,0.0,0.0,0,0,3,C,M
3317914,252,TRANSFER,352896.28,C1959888524,0.0,0.0,C1879093693,10792391.55,11145287.83,0,0,4,C,C
1297315,136,CASH_IN,25903.82,C1241347498,2218750.36,2244654.17,C1356563520,299680.99,273777.17,0,0,0,C,C
4280572,307,CASH_OUT,149503.19,C1882459120,101961.0,0.0,C1181861778,2139127.03,2288630.22,0,0,1,C,C
4019427,299,CASH_OUT,33567.86,C1021341024,50202.0,16634.14,C1608906232,947105.43,980673.28,0,0,1,C,C
2189915,185,CASH_IN,88277.49,C984808581,4261016.75,4349294.24,C1662423097,968693.35,880415.85,0,0,0,C,C
2822198,226,CASH_OUT,187314.68,C1970040805,188.0,0.0,C124304502,128411.02,315725.7,0,0,1,C,C
5810941,401,CASH_OUT,203030.63,C1557393371,3661.37,0.0,C968432519,4899505.28,5102535.91,0,0,1,C,C
863338,42,CASH_OUT,442574.81,C1346123400,0.0,0.0,C546043383,2457887.39,5214153.47,0,0,1,C,C
2022234,180,PAYMENT,761.07,C209888870,18328.47,17567.41,M2085794941,0.0,0.0,0,0,3,C,M
5035971,354,TRANSFER,612446.97,C298333839,1426.0,0.0,C1711553638,13852.73,626299.71,0,0,4,C,C
5820138,401,PAYMENT,7142.63,C982844009,2543386.41,2536243.79,M1844544004,0.0,0.0,0,0,3,C,M
3772992,280,CASH_OUT,135538.65,C1299252816,90688.82,0.0,C1141014760,532554.9,668093.54,0,0,1,C,C
434930,18,CASH_OUT,57080.25,C1441377182,11379.0,0.0,C1194119526,811937.25,869017.5,0,0,1,C,C
3475854,258,CASH_IN,28912.79,C2057388464,2771271.95,2800184.74,C1795606630,194653.03,165740.24,0,0,0,C,C
4114601,302,CASH_OUT,26474.15,C603571623,0.0,0.0,C704457370,1148698.56,1175172.71,0,0,1,C,C
1951521,178,CASH_OUT,36573.98,C1438267867,0.0,0.0,C187075847,301738.27,338312.25,0,0,1,C,C
2556247,206,CASH_OUT,173707.29,C667486878,354075.0,180367.71,C1867716607,0.0,173707.29,0,0,1,C,C
924591,43,PAYMENT,11248.55,C582581998,7546.0,0.0,M1392791590,0.0,0.0,0,0,3,C,M
3094256,235,CASH_IN,143405.61,C1452772444,7525253.96,7668659.57,C77399495,320154.38,176748.77,0,0,0,C,C
5609895,394,CASH_OUT,450054.93,C1741421281,0.0,0.0,C624497627,18002294.22,18452349.15,0,0,1,C,C
2798771,217,CASH_IN,161442.85,C1440167366,20987.0,182429.85,C716899024,0.0,0.0,0,0,0,C,C
5614351,395,TRANSFER,1205596.83,C1720893438,0.0,0.0,C1679337551,5625711.95,6831308.78,0,0,4,C,C
1899188,165,PAYMENT,3782.88,C1941640783,0.0,0.0,M217842826,0.0,0.0,0,0,3,C,M
4701325,331,CASH_OUT,66300.29,C499257607,0.0,0.0,C1631491173,2992320.38,3058620.67,0,0,1,C,C
2109609,183,PAYMENT,2697.5,C1531208676,335776.94,333079.44,M1017531677,0.0,0.0,0,0,3,C,M
6157866,548,CASH_OUT,122505.02,C663529307,0.0,0.0,C975781379,324343.11,446848.13,0,0,1,C,C
5219518,370,CASH_IN,90905.57,C240291515,31136.0,122041.57,C671740407,0.0,0.0,0,0,0,C,C
578638,33,PAYMENT,12957.19,C190281035,40599.66,27642.47,M1268120536,0.0,0.0,0,0,3,C,M
4204576,305,CASH_OUT,132285.75,C831364684,275718.46,143432.71,C1235132357,225444.93,357730.68,0,0,1,C,C
5370363,376,CASH_OUT,155622.74,C1276135168,0.0,0.0,C616440811,381913.77,537536.52,0,0,1,C,C
2337299,189,PAYMENT,509.64,C1358016154,10398.0,9888.36,M1222042841,0.0,0.0,0,0,3,C,M
5499511,380,PAYMENT,13405.65,C1477455808,533164.0,519758.35,M1780385215,0.0,0.0,0,0,3,C,M
5262535,372,CASH_OUT,574610.24,C715945669,0.0,0.0,C329720333,2171581.88,2746192.11,0,0,1,C,C
1542921,154,CASH_OUT,302273.07,C1184585823,198759.0,0.0,C2142351313,2591426.76,2893699.83,0,0,1,C,C
3939357,286,PAYMENT,2246.78,C1828481428,56938.0,54691.22,M181391098,0.0,0.0,0,0,3,C,M
5837613,402,PAYMENT,12045.36,C181238992,338616.08,326570.72,M2009221782,0.0,0.0,0,0,3,C,M
2210339,186,CASH_IN,26470.18,C1131921321,617.0,27087.18,C1741196129,1086597.83,1060127.66,0,0,0,C,C
2173778,185,CASH_IN,38690.3,C668956912,127034.02,165724.32,C1433334660,1767158.04,1728467.74,0,0,0,C,C
5111619,355,CASH_OUT,317870.69,C1008973249,0.0,0.0,C1695786182,3093131.4,3411002.08,0,0,1,C,C
5761286,400,PAYMENT,24932.42,C654604097,19847.0,0.0,M812324337,0.0,0.0,0,0,3,C,M
160072,12,PAYMENT,7294.1,C18336030,9236.0,1941.9,M295663463,0.0,0.0,0,0,3,C,M
4167526,304,PAYMENT,10359.61,C650337685,30800.0,20440.39,M413384310,0.0,0.0,0,0,3,C,M
5637653,396,CASH_OUT,82108.15,C1449230773,0.0,0.0,C511810205,2938578.0,3020686.15,0,0,1,C,C
6099063,522,PAYMENT,11012.61,C1552170011,15524.0,4511.39,M1190636999,0.0,0.0,0,0,3,C,M
1303725,136,CASH_IN,464394.3,C1093249724,49966.0,514360.3,C1807787961,0.0,0.0,0,0,0,C,C
5288134,373,CASH_OUT,84220.34,C1757307269,69880.0,0.0,C1021325183,236461.94,320682.28,0,0,1,C,C
3370192,254,CASH_OUT,277143.82,C1960560132,8046.0,0.0,C975544796,151448.81,428592.64,0,0,1,C,C
1621614,157,PAYMENT,8131.36,C236202053,75111.0,66979.64,M515724058,0.0,0.0,0,0,3,C,M
640146,35,PAYMENT,1324.16,C51426829,10937.0,9612.84,M1124817092,0.0,0.0,0,0,3,C,M
2346648,189,PAYMENT,10955.58,C1771307778,20231.0,9275.42,M1139653924,0.0,0.0,0,0,3,C,M
5109353,355,CASH_IN,185588.63,C1437957165,101383.0,286971.63,C956340204,270795.01,85206.39,0,0,0,C,C
2577046,207,CASH_IN,209086.44,C1428983465,8297087.52,8506173.96,C1538745405,443569.7,234483.27,0,0,0,C,C
2155181,184,CASH_OUT,162229.47,C941144080,26068.0,0.0,C1642953180,0.0,162229.47,0,0,1,C,C
4171788,304,TRANSFER,7042412.08,C1223859537,0.0,0.0,C812230882,10000270.94,17042683.02,0,0,4,C,C
5536373,381,PAYMENT,13682.09,C1738781325,158.0,0.0,M2076667221,0.0,0.0,0,0,3,C,M
5357955,375,CASH_IN,348701.86,C379370840,2409036.25,2757738.11,C755898049,1412601.13,1063899.27,0,0,0,C,C
436210,18,CASH_OUT,346529.77,C262670900,2379.0,0.0,C551482269,4976526.1,5631428.5,0,0,1,C,C
4099188,301,CASH_OUT,130608.88,C851749688,82185.0,0.0,C1828111410,0.0,130608.88,0,0,1,C,C
5909139,404,CASH_OUT,57722.24,C640496197,0.0,0.0,C270548770,358110.32,415832.56,0,0,1,C,C
4187598,305,CASH_IN,274815.18,C1272332485,2028478.51,2303293.69,C175017434,2179384.61,1904569.43,0,0,0,C,C
2830374,226,TRANSFER,124186.08,C254919740,20960.0,0.0,C541484789,7342084.65,7466270.73,0,0,4,C,C
1118904,130,CASH_OUT,416806.61,C1280989664,0.0,0.0,C2114134621,7601510.61,8018317.23,0,0,1,C,C
6270837,619,PAYMENT,10337.15,C355435415,68174.76,57837.61,M1331642736,0.0,0.0,0,0,3,C,M
791066,40,CASH_OUT,264731.42,C325514267,15394.0,0.0,C731690771,5374.97,270106.39,0,0,1,C,C
2889718,228,PAYMENT,34378.81,C2024155531,15183.0,0.0,M1592401340,0.0,0.0,0,0,3,C,M
4523396,326,PAYMENT,6438.22,C717599229,35429.24,28991.02,M986158701,0.0,0.0,0,0,3,C,M
4471095,324,CASH_IN,63984.78,C499139286,5668039.26,5732024.04,C1700685876,633065.62,569080.84,0,0,0,C,C
5630925,395,CASH_IN,106829.93,C1720405854,1701787.35,1808617.27,C1151488145,3594092.6,3487262.67,0,0,0,C,C
2315967,188,TRANSFER,156476.66,C987685531,290735.6,134258.94,C1510712729,390537.59,547014.25,0,0,4,C,C
2250133,187,CASH_OUT,13273.03,C413183094,0.0,0.0,C1919873026,138037.56,151310.59,0,0,1,C,C
1266914,135,CASH_OUT,177684.94,C133069987,41219.0,0.0,C825354452,56562.35,234247.29,0,0,1,C,C
4460618,323,TRANSFER,3335577.95,C747718919,0.0,0.0,C1252453497,18366827.71,21702405.66,0,0,4,C,C
4144879,303,PAYMENT,180.66,C232117335,298688.5,298507.85,M1434700731,0.0,0.0,0,0,3,C,M
3228667,250,PAYMENT,9790.43,C1023015183,0.0,0.0,M1259447106,0.0,0.0,0,0,3,C,M
5292805,373,CASH_OUT,212145.03,C422145749,0.0,0.0,C616721459,2359141.82,2571286.85,0,0,1,C,C
3718169,278,PAYMENT,1381.76,C94987514,990.0,0.0,M1300224475,0.0,0.0,0,0,3,C,M
2480506,204,CASH_IN,256832.87,C380614571,307973.0,564805.87,C1170888107,41519.6,0.0,0,0,0,C,C
5341244,374,CASH_OUT,82208.86,C1586090414,0.0,0.0,C1295344699,236471.46,318680.32,0,0,1,C,C
1251612,134,TRANSFER,636790.59,C1001516262,869.0,0.0,C790420282,675524.57,1312315.17,0,0,4,C,C
2360636,190,TRANSFER,1230778.36,C736718826,0.0,0.0,C791933098,1723975.49,2954753.84,0,0,4,C,C
3391824,255,CASH_OUT,262249.9,C107042529,0.0,0.0,C1759103419,1085181.2,1347431.1,0,0,1,C,C
3317422,252,CASH_OUT,146824.11,C1596338370,11015.0,0.0,C535989361,264649.54,411473.65,0,0,1,C,C
4382810,311,PAYMENT,26776.44,C68483118,0.0,0.0,M386688870,0.0,0.0,0,0,3,C,M
712770,37,CASH_IN,394808.55,C1630986754,12856826.43,13251634.99,C1264185273,726748.84,331940.29,0,0,0,C,C
